TABLE NO.  2
 ID          VMAX        KM          V2          KA
  1.0000E+00  5.1026E+03  1.0000E+03  1.8441E+01  1.2000E+00
  2.0000E+00  4.4964E+03  1.0000E+03  1.8569E+01  1.2000E+00
  3.0000E+00  5.0622E+03  1.0000E+03  6.3651E+01  1.2000E+00
  4.0000E+00  5.1917E+03  1.0000E+03  9.8883E+01  1.2000E+00
  5.0000E+00  3.7607E+03  1.0000E+03  9.2052E+01  1.2000E+00
  6.0000E+00  4.2756E+03  1.0000E+03  4.1454E+01  1.2000E+00
  7.0000E+00  3.1464E+03  1.0000E+03  8.0951E+01  1.2000E+00
  8.0000E+00  4.3521E+03  1.0000E+03  4.8584E+01  1.2000E+00
  9.0000E+00  7.1004E+03  1.0000E+03  6.0410E+01  1.2000E+00
  1.0000E+01  3.1553E+03  1.0000E+03  3.8822E+01  1.2000E+00
  1.1000E+01  3.0953E+03  1.0000E+03  6.1129E+01  1.2000E+00
  1.2000E+01  4.5901E+03  1.0000E+03  6.6643E+01  1.2000E+00
  1.3000E+01  6.8259E+03  1.0000E+03  6.2248E+01  1.2000E+00
  1.4000E+01  5.8335E+03  1.0000E+03  2.5739E+01  1.2000E+00
  1.5000E+01  3.8413E+03  1.0000E+03  5.3883E+01  1.2000E+00
  1.6000E+01  3.2236E+03  1.0000E+03  4.1920E+01  1.2000E+00
  1.7000E+01  2.0771E+03  1.0000E+03  5.6458E+01  1.2000E+00
  1.8000E+01  2.5191E+03  1.0000E+03  6.6292E+01  1.2000E+00
  1.9000E+01  4.5219E+03  1.0000E+03  8.2086E+01  1.2000E+00
  2.0000E+01  6.3324E+03  1.0000E+03  3.7475E+01  1.2000E+00
  2.1000E+01  3.9236E+03  1.0000E+03  8.2898E+01  1.2000E+00
  2.2000E+01  4.3621E+03  1.0000E+03  4.5217E+01  1.2000E+00
  2.3000E+01  2.4239E+03  1.0000E+03  7.6263E+01  1.2000E+00
  2.4000E+01  3.2657E+03  1.0000E+03  2.5158E+01  1.2000E+00
  2.5000E+01  4.0096E+03  1.0000E+03  5.0759E+01  1.2000E+00
  2.6000E+01  4.2133E+03  1.0000E+03  5.3761E+01  1.2000E+00
  2.7000E+01  4.2745E+03  1.0000E+03  3.5911E+01  1.2000E+00
  2.8000E+01  1.9334E+03  1.0000E+03  2.2598E+01  1.2000E+00
  2.9000E+01  3.5722E+03  1.0000E+03  3.8659E+01  1.2000E+00
  3.0000E+01  1.9273E+03  1.0000E+03  4.2210E+01  1.2000E+00
  3.1000E+01  5.6649E+03  1.0000E+03  9.3171E+01  1.2000E+00
  3.2000E+01  3.0619E+03  1.0000E+03  3.7290E+01  1.2000E+00
  3.3000E+01  2.6633E+03  1.0000E+03  4.5237E+01  1.2000E+00
  3.4000E+01  2.1622E+03  1.0000E+03  5.1501E+01  1.2000E+00
  3.5000E+01  7.5484E+03  1.0000E+03  2.9402E+01  1.2000E+00
  3.6000E+01  5.9900E+03  1.0000E+03  2.9842E+01  1.2000E+00
  3.7000E+01  5.5000E+03  1.0000E+03  2.7558E+01  1.2000E+00
  3.8000E+01  3.8729E+03  1.0000E+03  9.2303E+01  1.2000E+00
  3.9000E+01  3.0616E+03  1.0000E+03  5.2091E+01  1.2000E+00
  4.0000E+01  6.1871E+03  1.0000E+03  6.5228E+01  1.2000E+00
  4.1000E+01  3.4131E+03  1.0000E+03  3.7959E+01  1.2000E+00
  4.2000E+01  5.6085E+03  1.0000E+03  3.0493E+01  1.2000E+00
  4.3000E+01  5.4320E+03  1.0000E+03  7.3476E+01  1.2000E+00
  4.4000E+01  3.6924E+03  1.0000E+03  2.7840E+01  1.2000E+00
  4.5000E+01  5.5577E+03  1.0000E+03  3.7632E+01  1.2000E+00
  4.6000E+01  3.4846E+03  1.0000E+03  6.5081E+01  1.2000E+00
  4.7000E+01  5.8763E+03  1.0000E+03  8.2662E+01  1.2000E+00
  4.8000E+01  3.1762E+03  1.0000E+03  5.4762E+01  1.2000E+00
  4.9000E+01  6.7679E+03  1.0000E+03  5.0619E+01  1.2000E+00
  5.0000E+01  5.3394E+03  1.0000E+03  5.6945E+01  1.2000E+00
  5.1000E+01  5.2312E+03  1.0000E+03  4.8515E+01  1.2000E+00
  5.2000E+01  3.3954E+03  1.0000E+03  4.0001E+01  1.2000E+00
  5.3000E+01  3.2447E+03  1.0000E+03  7.4587E+01  1.2000E+00
  5.4000E+01  3.1630E+03  1.0000E+03  2.8865E+01  1.2000E+00
  5.5000E+01  3.8407E+03  1.0000E+03  5.9349E+01  1.2000E+00
  5.6000E+01  6.0266E+03  1.0000E+03  8.8586E+01  1.2000E+00
  5.7000E+01  4.7908E+03  1.0000E+03  6.7761E+01  1.2000E+00
  5.8000E+01  4.7238E+03  1.0000E+03  4.9305E+01  1.2000E+00
  5.9000E+01  3.1366E+03  1.0000E+03  4.7723E+01  1.2000E+00
  6.0000E+01  3.1541E+03  1.0000E+03  2.9978E+01  1.2000E+00
