TABLE NO.  2
 ID          VMAX        KM          V2          KA
  1.0000E+00  5.1026E+03  4.2298E+02  4.2216E+01  1.0372E+00
  2.0000E+00  4.4964E+03  3.5678E+02  3.3545E+01  1.8474E+00
  3.0000E+00  5.0622E+03  1.5307E+03  3.3902E+01  9.6395E-01
  4.0000E+00  5.1917E+03  1.3924E+03  8.6342E+01  1.4343E+00
  5.0000E+00  3.7607E+03  1.7115E+03  6.8737E+01  7.2625E-01
  6.0000E+00  4.2756E+03  9.9321E+02  5.8002E+01  1.4064E+00
  7.0000E+00  3.1464E+03  1.4537E+03  5.0829E+01  5.3008E-01
  8.0000E+00  4.3521E+03  8.2643E+02  7.9786E+01  7.1377E-01
  9.0000E+00  7.1004E+03  1.0651E+03  5.2565E+01  1.1089E+00
  1.0000E+01  3.1553E+03  8.2974E+02  4.3621E+01  1.2142E+00
  1.1000E+01  3.0953E+03  8.7680E+02  7.7530E+01  1.3812E+00
  1.2000E+01  4.5901E+03  1.2229E+03  4.2081E+01  1.5783E+00
  1.3000E+01  6.8259E+03  1.4278E+03  3.3913E+01  8.2530E-01
  1.4000E+01  5.8335E+03  8.3695E+02  2.4444E+01  1.0669E+00
  1.5000E+01  3.8413E+03  8.4099E+02  5.3498E+01  1.1143E+00
  1.6000E+01  3.2236E+03  8.4637E+02  8.4298E+01  6.1453E-01
  1.7000E+01  2.0771E+03  1.1327E+03  5.1062E+01  1.3282E+00
  1.8000E+01  2.5191E+03  1.0778E+03  4.5435E+01  7.2756E-01
  1.9000E+01  4.5219E+03  1.3703E+03  2.5528E+01  1.4561E+00
  2.0000E+01  6.3324E+03  6.5797E+02  3.9316E+01  1.3828E+00
  2.1000E+01  3.9236E+03  1.3549E+03  8.2809E+01  9.4880E-01
  2.2000E+01  4.3621E+03  7.6091E+02  1.0451E+02  6.9197E-01
  2.3000E+01  2.4239E+03  1.4993E+03  4.0322E+01  5.4524E-01
  2.4000E+01  3.2657E+03  7.7983E+02  2.4513E+01  9.7656E-01
  2.5000E+01  4.0096E+03  8.8624E+02  6.7484E+01  8.5636E-01
  2.6000E+01  4.2133E+03  1.0889E+03  5.0622E+01  2.2000E+00
  2.7000E+01  4.2745E+03  7.4269E+02  8.4506E+01  1.1568E+00
  2.8000E+01  1.9334E+03  6.2412E+02  5.2351E+01  1.1233E+00
  2.9000E+01  3.5722E+03  8.5919E+02  4.4828E+01  9.3426E-01
  3.0000E+01  1.9273E+03  7.7006E+02  8.5090E+01  2.1308E+00
  3.1000E+01  5.6649E+03  1.3812E+03  4.7184E+01  1.2482E+00
  3.2000E+01  3.0619E+03  7.6256E+02  7.3571E+01  1.0507E+00
  3.3000E+01  2.6633E+03  8.3130E+02  7.0176E+01  1.0211E+00
  3.4000E+01  2.1622E+03  1.0415E+03  4.1330E+01  1.4884E+00
  3.5000E+01  7.5484E+03  7.9690E+02  5.3990E+01  7.3043E-01
  3.6000E+01  5.9900E+03  6.5418E+02  7.9861E+01  7.4962E-01
  3.7000E+01  5.5000E+03  6.0102E+02  7.3074E+01  1.1405E+00
  3.8000E+01  3.8729E+03  1.8696E+03  2.7668E+01  8.3451E-01
  3.9000E+01  3.0616E+03  8.1815E+02  8.2149E+01  1.3403E+00
  4.0000E+01  6.1871E+03  1.1036E+03  5.8192E+01  1.8850E+00
  4.1000E+01  3.4131E+03  7.8760E+02  5.1626E+01  1.7273E+00
  4.2000E+01  5.6085E+03  6.4527E+02  3.7421E+01  1.1223E+00
  4.3000E+01  5.4320E+03  1.2601E+03  8.0835E+01  2.4700E+00
  4.4000E+01  3.6924E+03  4.9293E+02  4.6548E+01  1.3320E+00
  4.5000E+01  5.5577E+03  8.7566E+02  2.9818E+01  2.0777E+00
  4.6000E+01  3.4846E+03  1.5198E+03  2.9227E+01  1.3054E+00
  4.7000E+01  5.8763E+03  1.5257E+03  5.1980E+01  8.9023E-01
  4.8000E+01  3.1762E+03  9.2524E+02  5.4470E+01  1.3194E+00
  4.9000E+01  6.7679E+03  1.0385E+03  9.0006E+01  1.1061E+00
  5.0000E+01  5.3394E+03  9.3807E+02  7.0560E+01  8.1645E-01
  5.1000E+01  5.2312E+03  8.8895E+02  7.2529E+01  1.4624E+00
  5.2000E+01  3.3954E+03  9.1590E+02  9.6694E+01  1.8776E+00
  5.3000E+01  3.2447E+03  1.3848E+03  6.1477E+01  9.8461E-01
  5.4000E+01  3.1630E+03  7.4083E+02  3.2004E+01  1.3768E+00
  5.5000E+01  3.8407E+03  8.6634E+02  7.1311E+01  9.8145E-01
  5.6000E+01  6.0266E+03  1.1462E+03  3.8462E+01  1.5423E+00
  5.7000E+01  4.7908E+03  1.4703E+03  4.1276E+01  1.0855E+00
  5.8000E+01  4.7238E+03  1.2409E+03  2.0557E+01  1.2428E+00
  5.9000E+01  3.1366E+03  8.4259E+02  4.9217E+01  1.0077E+00
  6.0000E+01  3.1541E+03  6.1799E+02  3.9946E+01  5.9169E-01
