TABLE NO.  2
 ID          VMAX        KM          V2          KA
  1.0000E+00  5.1026E+03  1.0000E+03  2.6806E+01  1.2000E+00
  2.0000E+00  2.0581E+03  1.0000E+03  3.5228E+01  1.2000E+00
  3.0000E+00  2.8328E+03  1.0000E+03  4.4771E+01  1.2000E+00
  4.0000E+00  4.4084E+03  1.0000E+03  3.8013E+01  1.2000E+00
  5.0000E+00  3.4898E+03  1.0000E+03  5.5180E+01  1.2000E+00
  6.0000E+00  4.7195E+03  1.0000E+03  5.0506E+01  1.2000E+00
  7.0000E+00  3.2865E+03  1.0000E+03  6.7561E+01  1.2000E+00
  8.0000E+00  3.1428E+03  1.0000E+03  3.2011E+01  1.2000E+00
  9.0000E+00  3.7519E+03  1.0000E+03  4.1860E+01  1.2000E+00
  1.0000E+01  3.7072E+03  1.0000E+03  4.4955E+01  1.2000E+00
  1.1000E+01  3.1553E+03  1.0000E+03  3.7780E+01  1.2000E+00
  1.2000E+01  3.0381E+03  1.0000E+03  6.5329E+01  1.2000E+00
  1.3000E+01  3.1384E+03  1.0000E+03  4.9349E+01  1.2000E+00
  1.4000E+01  5.1408E+03  1.0000E+03  1.0358E+02  1.2000E+00
  1.5000E+01  3.2211E+03  1.0000E+03  3.4725E+01  1.2000E+00
  1.6000E+01  3.9654E+03  1.0000E+03  5.9323E+01  1.2000E+00
  1.7000E+01  2.5857E+03  1.0000E+03  4.3685E+01  1.2000E+00
  1.8000E+01  3.6201E+03  1.0000E+03  3.1988E+01  1.2000E+00
  1.9000E+01  4.6590E+03  1.0000E+03  3.7203E+01  1.2000E+00
  2.0000E+01  2.9550E+03  1.0000E+03  2.7862E+01  1.2000E+00
  2.1000E+01  4.5219E+03  1.0000E+03  6.9835E+01  1.2000E+00
  2.2000E+01  3.1976E+03  1.0000E+03  4.5263E+01  1.2000E+00
  2.3000E+01  3.1735E+03  1.0000E+03  4.3603E+01  1.2000E+00
  2.4000E+01  3.0632E+03  1.0000E+03  3.5100E+01  1.2000E+00
  2.5000E+01  4.9983E+03  1.0000E+03  5.6533E+01  1.2000E+00
  2.6000E+01  4.7282E+03  1.0000E+03  5.1198E+01  1.2000E+00
  2.7000E+01  4.9297E+03  1.0000E+03  3.9207E+01  1.2000E+00
  2.8000E+01  2.8994E+03  1.0000E+03  3.0921E+01  1.2000E+00
  2.9000E+01  5.3126E+03  1.0000E+03  8.0792E+01  1.2000E+00
  3.0000E+01  6.9908E+03  1.0000E+03  6.4032E+01  1.2000E+00
  3.1000E+01  1.9334E+03  1.0000E+03  2.3110E+01  1.2000E+00
  3.2000E+01  3.7304E+03  1.0000E+03  4.9989E+01  1.2000E+00
  3.3000E+01  6.1616E+03  1.0000E+03  1.0256E+02  1.2000E+00
  3.4000E+01  3.8109E+03  1.0000E+03  3.6896E+01  1.2000E+00
  3.5000E+01  3.6192E+03  1.0000E+03  5.1625E+01  1.2000E+00
  3.6000E+01  6.3377E+03  1.0000E+03  8.1396E+01  1.2000E+00
  3.7000E+01  2.9885E+03  1.0000E+03  3.2083E+01  1.2000E+00
  3.8000E+01  4.7074E+03  1.0000E+03  7.3476E+01  1.2000E+00
  3.9000E+01  5.7220E+03  1.0000E+03  5.4619E+01  1.2000E+00
  4.0000E+01  7.0026E+03  1.0000E+03  4.4016E+01  1.2000E+00
  4.1000E+01  5.5000E+03  1.0000E+03  3.7725E+01  1.2000E+00
  4.2000E+01  4.6278E+03  1.0000E+03  6.7269E+01  1.2000E+00
  4.3000E+01  5.6378E+03  1.0000E+03  5.1944E+01  1.2000E+00
  4.4000E+01  2.8679E+03  1.0000E+03  5.1598E+01  1.2000E+00
  4.5000E+01  4.0284E+03  1.0000E+03  6.0039E+01  1.2000E+00
  4.6000E+01  3.8212E+03  1.0000E+03  4.9209E+01  1.2000E+00
  4.7000E+01  3.0646E+03  1.0000E+03  3.1144E+01  1.2000E+00
  4.8000E+01  4.3050E+03  1.0000E+03  4.4103E+01  1.2000E+00
  4.9000E+01  4.1175E+03  1.0000E+03  4.9750E+01  1.2000E+00
  5.0000E+01  2.7753E+03  1.0000E+03  6.6998E+01  1.2000E+00
  5.1000E+01  3.4846E+03  1.0000E+03  6.7059E+01  1.2000E+00
  5.2000E+01  5.1121E+03  1.0000E+03  6.2210E+01  1.2000E+00
  5.3000E+01  3.7304E+03  1.0000E+03  3.4199E+01  1.2000E+00
  5.4000E+01  5.0384E+03  1.0000E+03  4.5426E+01  1.2000E+00
  5.5000E+01  3.5829E+03  1.0000E+03  5.6099E+01  1.2000E+00
  5.6000E+01  5.5910E+03  1.0000E+03  5.3746E+01  1.2000E+00
  5.7000E+01  3.9705E+03  1.0000E+03  3.8463E+01  1.2000E+00
  5.8000E+01  3.4250E+03  1.0000E+03  3.8970E+01  1.2000E+00
  5.9000E+01  3.2465E+03  1.0000E+03  5.4410E+01  1.2000E+00
  6.0000E+01  3.2855E+03  1.0000E+03  5.1042E+01  1.2000E+00
