TABLE NO.  2
 ID          VMAX        KM          V2          KA
  1.0000E+00  5.1026E+03  5.3611E+02  3.7414E+01  1.2000E+00
  2.0000E+00  3.9181E+03  1.0952E+03  2.2967E+01  1.2000E+00
  3.0000E+00  3.7745E+03  9.6188E+02  4.8798E+01  1.2000E+00
  4.0000E+00  4.6824E+03  1.1806E+03  1.3803E+02  1.2000E+00
  5.0000E+00  4.4426E+03  8.1062E+02  5.9868E+01  1.2000E+00
  6.0000E+00  5.2933E+03  1.6181E+03  4.3556E+01  1.2000E+00
  7.0000E+00  3.1026E+03  6.0015E+02  3.7637E+01  1.2000E+00
  8.0000E+00  4.0615E+03  1.2428E+03  6.6320E+01  1.2000E+00
  9.0000E+00  4.6367E+03  8.1806E+02  4.6357E+01  1.2000E+00
  1.0000E+01  4.7386E+03  1.6605E+03  4.2941E+01  1.2000E+00
  1.1000E+01  4.5950E+03  6.1066E+02  6.8038E+01  1.2000E+00
  1.2000E+01  5.2636E+03  1.0308E+03  4.3178E+01  1.2000E+00
  1.3000E+01  3.9846E+03  9.1931E+02  5.0193E+01  1.2000E+00
  1.4000E+01  4.1458E+03  1.3369E+03  2.9022E+01  1.2000E+00
  1.5000E+01  2.7380E+03  8.5742E+02  3.0903E+01  1.2000E+00
  1.6000E+01  3.9072E+03  9.5380E+02  4.7163E+01  1.2000E+00
  1.7000E+01  2.6411E+03  9.5711E+02  3.9426E+01  1.2000E+00
  1.8000E+01  4.4272E+03  1.2006E+03  4.7620E+01  1.2000E+00
  1.9000E+01  2.9550E+03  5.5724E+02  5.2074E+01  1.2000E+00
  2.0000E+01  5.4811E+03  5.5924E+02  6.1037E+01  1.2000E+00
  2.1000E+01  6.3324E+03  8.7562E+02  5.0406E+01  1.2000E+00
  2.2000E+01  4.4141E+03  1.0331E+03  7.9552E+01  1.2000E+00
  2.3000E+01  3.7760E+03  6.0743E+02  4.5356E+01  1.2000E+00
  2.4000E+01  4.5113E+03  1.5710E+03  4.0590E+01  1.2000E+00
  2.5000E+01  4.8811E+03  9.0092E+02  6.3051E+01  1.2000E+00
  2.6000E+01  4.7387E+03  1.0592E+03  7.2805E+01  1.2000E+00
  2.7000E+01  5.3986E+03  1.1017E+03  4.4894E+01  1.2000E+00
  2.8000E+01  3.1000E+03  1.0552E+03  4.6221E+01  1.2000E+00
  2.9000E+01  3.0128E+03  7.3629E+02  3.0529E+01  1.2000E+00
  3.0000E+01  4.8741E+03  1.5048E+03  8.5020E+01  1.2000E+00
  3.1000E+01  3.2141E+03  7.3008E+02  3.7946E+01  1.2000E+00
  3.2000E+01  6.0020E+03  1.0052E+03  6.6513E+01  1.2000E+00
  3.3000E+01  3.1248E+03  8.0931E+02  4.0194E+01  1.2000E+00
  3.4000E+01  3.6652E+03  7.9705E+02  5.1603E+01  1.2000E+00
  3.5000E+01  4.6247E+03  1.0913E+03  3.1423E+01  1.2000E+00
  3.6000E+01  4.4941E+03  1.2205E+03  6.7471E+01  1.2000E+00
  3.7000E+01  5.7220E+03  1.0924E+03  4.2829E+01  1.2000E+00
  3.8000E+01  2.4987E+03  7.4081E+02  4.0737E+01  1.2000E+00
  3.9000E+01  6.3748E+03  1.2080E+03  8.5697E+01  1.2000E+00
  4.0000E+01  7.4782E+03  8.2806E+02  5.0828E+01  1.2000E+00
  4.1000E+01  3.0616E+03  7.3528E+02  4.8995E+01  1.2000E+00
  4.2000E+01  2.8245E+03  1.2260E+03  4.8813E+01  1.2000E+00
  4.3000E+01  2.8359E+03  6.6195E+02  3.9807E+01  1.2000E+00
  4.4000E+01  4.8975E+03  9.2304E+02  7.0244E+01  1.2000E+00
  4.5000E+01  7.1924E+03  1.5748E+03  8.3419E+01  1.2000E+00
  4.6000E+01  3.2907E+03  6.1246E+02  2.8772E+01  1.2000E+00
  4.7000E+01  3.5887E+03  1.4958E+03  7.1944E+01  1.2000E+00
  4.8000E+01  5.4598E+03  1.2341E+03  9.1315E+01  1.2000E+00
  4.9000E+01  5.2608E+03  1.1192E+03  6.2676E+01  1.2000E+00
  5.0000E+01  4.8355E+03  1.2266E+03  5.7532E+01  1.2000E+00
  5.1000E+01  2.9423E+03  1.1105E+03  3.3463E+01  1.2000E+00
  5.2000E+01  3.3543E+03  7.0861E+02  2.6876E+01  1.2000E+00
  5.3000E+01  3.6901E+03  1.0963E+03  7.1068E+01  1.2000E+00
  5.4000E+01  2.3329E+03  7.5882E+02  2.3268E+01  1.2000E+00
  5.5000E+01  3.4250E+03  7.7941E+02  6.5923E+01  1.2000E+00
  5.6000E+01  4.9749E+03  1.0976E+03  8.7189E+01  1.2000E+00
  5.7000E+01  7.0977E+03  8.6766E+02  4.2527E+01  1.2000E+00
  5.8000E+01  3.2715E+03  8.2626E+02  2.3558E+01  1.2000E+00
  5.9000E+01  1.9907E+03  8.7670E+02  3.9308E+01  1.2000E+00
  6.0000E+01  5.8813E+03  1.1022E+03  5.2499E+01  1.2000E+00
