TABLE NO.  2
 ID          VMAX        KM          V2          KA
  1.0000E+00  5.1026E+03  4.2298E+02  4.8417E+01  1.0372E+00
  2.0000E+00  2.5781E+03  1.5395E+03  3.3010E+01  8.8032E-01
  3.0000E+00  4.2695E+03  8.2367E+02  3.2055E+01  8.2372E-01
  4.0000E+00  2.0645E+03  1.0809E+03  4.3807E+01  1.6926E+00
  5.0000E+00  3.1460E+03  9.2777E+02  5.8994E+01  1.1034E+00
  6.0000E+00  2.4836E+03  9.8888E+02  3.4659E+01  1.2850E+00
  7.0000E+00  2.8104E+03  1.0154E+03  6.3704E+01  1.2649E+00
  8.0000E+00  3.1929E+03  8.2222E+02  8.9576E+01  1.5115E+00
  9.0000E+00  2.7813E+03  1.2265E+03  3.5103E+01  1.0581E+00
  1.0000E+01  3.0381E+03  1.5961E+03  3.8691E+01  1.0522E+00
  1.1000E+01  4.5901E+03  1.2229E+03  3.8609E+01  1.5783E+00
  1.2000E+01  3.1116E+03  6.8775E+02  5.1887E+01  1.9633E+00
  1.3000E+01  5.2241E+03  8.3211E+02  3.4225E+01  1.2505E+00
  1.4000E+01  3.8390E+03  9.6942E+02  3.2322E+01  1.3209E+00
  1.5000E+01  6.1075E+03  6.0105E+02  2.9062E+01  1.2378E+00
  1.6000E+01  4.1953E+03  1.0225E+03  4.1812E+01  1.5381E+00
  1.7000E+01  6.5029E+03  1.0797E+03  3.3275E+01  9.7097E-01
  1.8000E+01  3.6541E+03  1.0283E+03  4.5752E+01  1.4010E+00
  1.9000E+01  3.1735E+03  9.7586E+02  5.4343E+01  1.3242E+00
  2.0000E+01  3.7760E+03  5.8137E+02  5.4526E+01  9.1309E-01
  2.1000E+01  2.4239E+03  1.4993E+03  3.9637E+01  5.4524E-01
  2.2000E+01  3.0394E+03  8.1380E+02  4.0123E+01  8.5295E-01
  2.3000E+01  1.0101E+04  5.9795E+02  3.6242E+01  8.2959E-01
  2.4000E+01  3.6471E+03  9.1871E+02  6.0122E+01  9.9847E-01
  2.5000E+01  3.8534E+03  1.2988E+03  3.9409E+01  1.5695E+00
  2.6000E+01  4.0507E+03  1.2185E+03  7.1504E+01  1.6039E+00
  2.7000E+01  2.4583E+03  9.0100E+02  5.3775E+01  1.2709E+00
  2.8000E+01  3.8109E+03  7.2398E+02  4.7379E+01  8.3430E-01
  2.9000E+01  4.3342E+03  6.9955E+02  4.7649E+01  1.6067E+00
  3.0000E+01  3.8440E+03  1.2923E+03  3.3292E+01  9.9756E-01
  3.1000E+01  2.1622E+03  1.0415E+03  4.1789E+01  1.4884E+00
  3.2000E+01  5.8534E+03  6.0869E+02  7.1525E+01  1.0807E+00
  3.3000E+01  3.7118E+03  1.0823E+03  3.8006E+01  1.4088E+00
  3.4000E+01  3.1520E+03  8.6347E+02  5.1188E+01  2.3980E+00
  3.5000E+01  2.9324E+03  1.1100E+03  3.0572E+01  1.2761E+00
  3.6000E+01  5.3047E+03  1.3834E+03  4.8700E+01  1.2150E+00
  3.7000E+01  4.0284E+03  1.2302E+03  7.7637E+01  8.4888E-01
  3.8000E+01  4.0446E+03  8.1398E+02  3.9869E+01  1.4693E+00
  3.9000E+01  7.1924E+03  1.2039E+03  7.3656E+01  8.3340E-01
  4.0000E+01  3.7306E+03  9.7590E+02  4.6155E+01  5.9152E-01
  4.1000E+01  5.5577E+03  8.7566E+02  3.4692E+01  2.0777E+00
  4.2000E+01  2.7302E+03  1.0878E+03  3.7011E+01  1.2662E+00
  4.3000E+01  2.7670E+03  9.0330E+02  4.8846E+01  2.6822E+00
  4.4000E+01  4.3553E+03  8.9256E+02  7.0978E+01  1.3853E+00
  4.5000E+01  3.9035E+03  8.3858E+02  3.7186E+01  8.1886E-01
  4.6000E+01  5.5910E+03  8.9591E+02  2.7237E+01  1.0556E+00
  4.7000E+01  6.4780E+03  1.3546E+03  5.3565E+01  1.3236E+00
  4.8000E+01  6.7076E+03  8.3557E+02  7.6859E+01  1.2512E+00
  4.9000E+01  6.7435E+03  7.5504E+02  2.7130E+01  6.4338E-01
  5.0000E+01  4.7221E+03  1.0672E+03  4.8009E+01  1.0396E+00
  5.1000E+01  6.0266E+03  1.1462E+03  2.4883E+01  1.5423E+00
  5.2000E+01  3.5825E+03  9.0457E+02  4.1273E+01  8.0729E-01
  5.3000E+01  2.8379E+03  1.4333E+03  6.4026E+01  1.3156E+00
  5.4000E+01  2.2354E+03  1.0890E+03  8.0448E+01  9.1273E-01
  5.5000E+01  4.8396E+03  9.2093E+02  3.1362E+01  1.7111E+00
  5.6000E+01  3.4219E+03  9.0699E+02  6.8432E+01  1.6414E+00
  5.7000E+01  7.9501E+03  8.3068E+02  6.4945E+01  1.7720E+00
  5.8000E+01  3.9360E+03  1.2976E+03  6.7818E+01  9.5916E-01
  5.9000E+01  4.3245E+03  1.8678E+03  3.0433E+01  1.2286E+00
  6.0000E+01  3.9956E+03  1.0968E+03  4.4079E+01  1.0394E+00
